id,winpercent, oppwinpercent, weather, temperature, numinjured, oppnuminjured, startingpitcher, oppstartingpitcher, dayssincegame, oppdayssincegame, homeaway, rundifferential, opprundifferential, winner
20270,0.1871096462,0.2940972492,1,64.3827384307,2,2,5,3,3,1,0,30,?,1
20271,0.3137857617,0.7712321868,-1,69.9411734753,2,2,5,4,2,3,0,45,48,1
20272,0.7722143097,0.5221961582,1,66.9454104914,1,3,3,4,4,3,1,44,28,0
20273,0.943088954,0.6072737645,-1,68.7259874834,2,2,5,1,2,2,1,74,43,1
20274,0.5931756531,0.3467993548,-1,63.244935478,2,2,4,2,2,3,0,51,34,?
20275,0.36181384,0.7152924147,?,68.6455114634,?,1,1,5,2,0,0,65,50,1
20276,0.5998179834,0.3441776421,0,60.1922566108,1,1,5,?,3,3,1,27,57,1
20277,?,0.687430744,?,65.3000199251,2,3,1,4,2,2,1,46,67,0
20278,0.5164971459,0.675861219,-1,67.5947480833,1,0,2,4,3,2,0,73,54,1
20279,0.4685392137,0.4475965373,-1,74.0407700547,2,3,3,3,5,3,0,64,71,0
20280,0.603409637,0.7453241808,1,56.2457105444,2,3,1,1,2,1,1,91,44,1
20281,0.6232822275,0.2062644517,0,?,2,1,2,3,2,3,0,10,?,0
20282,?,0.5906471483,0,64.1531016233,3,1,2,1,4,2,?,?,76,1
20283,0.8314057717,0.7918180888,-1,70.2033773245,2,1,4,5,4,2,0,59,100,1
20284,0.7065450601,0.5114446727,0,65.5288179318,2,2,?,4,2,1,1,24,63,1
20285,?,?,-1,46.9156316281,0,3,4,3,0,4,1,22,50,0
20286,?,0.1342073718,-1,53.5601637333,2,?,5,1,2,1,1,37,77,0
20287,0.6885360572,0.3364103043,-1,69.9649657721,2,2,5,5,2,?,0,39,57,1
20288,0.5132535593,0.274041479,-1,62.3689601347,1,1,3,4,3,5,0,65,84,1
20289,0.5565782505,0.2552670991,1,61.7308888394,1,1,3,3,2,3,1,12,56,0
20290,0.668772217,0.6241774395,0,69.5847068054,2,?,1,2,2,?,1,73,20,1
20291,0.7943435363,0.492927196,0,67.2308175265,2,3,2,5,4,2,0,46,?,0
20292,0.7294044204,0.6407174035,-1,79.4443258163,0,2,2,4,3,?,0,12,61,0
20293,0.5955179656,0.562777861,1,60.2200482277,2,1,4,5,1,2,0,84,39,1
20294,0.6165577932,0.3599537611,0,62.7858586044,1,1,5,5,2,3,1,34,73,1
20295,0.6081103979,0.6762861669,?,75.6803176361,0,2,3,3,3,3,1,65,53,0
20296,0.8039654542,0.6397415998,1,67.9922816647,1,1,3,2,4,2,1,66,?,1
20297,0.3785261143,0.3850717893,1,70.8912728933,2,1,5,2,3,3,1,?,60,1
20298,0.1673597525,0.9160811709,0,64.5291957422,3,1,5,2,4,1,0,43,41,1
20299,0.4299641959,0.5578320008,-1,78.958305147,3,1,4,3,1,3,1,40,12,1
20300,0.2457952373,0.4086365377,0,62.3811001837,2,2,2,2,3,2,1,71,39,1
20301,0.4002199469,0.8881856873,-1,67.6173152153,1,?,5,3,1,2,0,50,52,1
20302,0.6395904198,0.5045888154,0,68.5707916662,2,1,2,2,1,3,1,31,44,1
20303,0.6871294619,0.5627434351,-1,59.8819086084,0,1,2,3,2,2,1,55,62,0
20304,0.4822181787,0.6663152428,0,66.0536203427,3,3,?,3,2,4,1,45,40,1
20305,0.620778543,0.761857477,1,73.6105664165,2,1,1,3,2,1,1,45,69,1
20306,0.3997053394,0.4768114267,0,74.3204803267,2,0,5,1,4,3,0,24,57,1
20307,0.6095146744,0.1023942112,0,69.0424585878,0,0,2,?,3,3,1,63,66,0
20308,0.3894734337,0.1713947373,0,65.9453009694,3,1,1,2,1,2,0,40,48,0
20309,0.5994790607,0.452305871,-1,65.0747848707,0,4,5,1,2,4,1,18,63,0
20310,0.3026738769,0.4800229592,-1,68.3641425974,1,-1,1,?,4,3,1,36,21,1
20311,0.3107848552,0.5991693126,-1,70.0751520342,0,0,3,2,2,1,1,33,62,1
20312,0.4929646829,0.5241679656,?,55.6009166044,1,0,3,?,3,?,0,72,10,1
20313,0.4398035093,0.7198330312,-1,66.1466731625,1,3,1,3,2,3,1,38,62,0
20314,0.3482530862,0.5476620168,0,62.4692288881,2,2,2,1,2,1,0,15,51,1
20315,0.6605975372,0.7714818857,1,77.6655463169,4,3,5,4,2,2,0,84,38,1
20316,?,0.3680053134,-1,69.5977630493,3,2,3,1,2,4,0,45,63,1
20317,0.822638735,0.3330728828,-1,65.3373434001,1,4,5,1,?,3,1,29,60,0
20318,0.5553973172,0.5402570636,0,57.629696019,2,?,1,1,3,2,0,55,22,1
20319,0.6321980124,0.5003867466,1,58.4846125418,2,1,3,5,1,3,0,35,49,1
20320,0.5258241358,0.3987123984,1,73.7208176014,2,1,1,4,3,2,1,1,25,1
20321,0.3228026372,0.4606827171,0,57.0715067335,3,2,2,1,2,4,0,42,37,1
20322,0.6100878713,0.4384047398,1,60.9134724733,1,3,4,3,?,3,1,58,27,1
20323,0.474193302,0.2898226833,-1,72.2121120838,3,2,3,?,0,4,1,73,18,1
20324,0.7043755736,0.4992248082,-1,66.2044857081,1,2,?,5,3,2,1,19,74,0
20325,0.296601987,0.5718932675,1,61.0593283425,0,0,4,3,5,2,0,51,63,1
20326,0.8392738814,?,-1,55.2132851751,1,3,2,1,5,4,1,76,41,1
20327,0.3769644142,0.3191280079,1,67.0055026338,2,2,2,3,2,2,1,?,77,1
20328,0.7268064318,0.6850666064,1,60.794300627,1,1,5,1,2,4,0,54,92,1
20329,0.4508746168,?,-1,55.4600945016,0,0,1,2,2,2,1,34,60,1
20330,0.4557733529,0.550019541,1,71.8085212065,2,1,3,4,3,2,1,5,87,1
20331,0.8629508094,0.3822797813,1,66.9334205742,0,0,3,2,1,?,1,66,39,1
20332,0.4645235325,0.0898939353,1,72.7285050867,2,1,3,5,3,3,1,36,65,?
20333,0.2819536528,0.6971536449,0,60.2926634322,2,-1,5,1,2,2,0,39,?,1
20334,0.557964414,0.6184317677,0,63.1744247686,1,0,4,1,4,?,1,55,38,1
20335,0.5316663402,0.3909445142,-1,59.2918152931,0,2,2,3,3,?,0,27,86,0
20336,0.4345766334,0.5321654144,0,53.9417677401,2,3,3,3,2,2,1,?,68,0
20337,0.3014701256,0.5622481998,-1,69.396880725,2,1,2,5,3,3,1,81,58,1
20338,0.4356627678,0.9210115287,1,70.3275156286,0,1,2,4,2,1,?,56,73,0
20339,0.5484808534,0.3120490925,-1,71.7108240371,0,1,4,5,2,2,0,27,58,0
20340,0.4202656026,0.5994036323,1,70.7136513847,2,0,2,3,1,5,1,42,92,?
20341,0.6469903451,0.2694871872,0,63.4165692657,1,3,2,3,3,3,0,49,30,0
20342,?,0.4724999845,-1,62.597708507,1,1,1,3,3,3,1,36,48,?
20343,0.3208342304,0.0531700535,-1,65.3334955856,0,1,3,4,1,?,0,54,35,0
20344,0.6888463498,0.47354818,-1,72.9960491164,3,2,3,3,4,4,0,43,53,1
20345,0.6774621514,0.325341111,-1,65.9908869734,2,2,3,1,4,4,1,65,60,1
20346,0.6500269858,0.5208958022,0,57.410142665,4,3,3,5,4,1,1,25,?,1
20347,0.0421386682,0.9307718796,1,60.5652339947,1,2,5,2,2,3,0,67,58,0
20348,0.471712025,0.5916925698,-1,?,2,3,1,1,2,2,1,-1,29,1
20349,0.3513571294,0.6374505721,0,69.6023138625,?,2,1,1,2,1,1,20,42,0
20350,0.6190208891,0.4874844478,-1,65.2273464808,?,2,2,?,3,2,1,18,76,1
20351,0.4177215212,0.5539619074,-1,60.7606633214,?,2,1,4,2,4,0,43,5,1
20352,0.3781636996,0.5895047868,0,78.658878249,2,1,3,1,?,2,1,24,46,1
20353,0.3881914274,0.5761600321,1,55.3436143346,1,5,1,?,3,2,1,57,71,0
20354,?,?,-1,58.6490283345,2,1,4,2,2,3,1,42,79,1
20355,?,0.3636957106,-1,62.9567730346,-1,2,2,3,3,3,0,26,66,0
20356,0.6164386145,?,-1,69.7267221276,1,1,2,2,2,2,1,48,67,1
20357,0.786032166,0.390032584,1,68.3215027569,4,0,4,4,4,0,0,39,66,0
20358,0.2251732076,0.6808967292,0,53.0138169116,-1,2,1,5,4,2,0,?,51,0
20359,0.545655267,0.4594989992,0,59.23465965,3,1,3,3,?,1,?,35,28,1
20360,0.4737444656,0.4338809776,-1,66.622155744,4,2,1,2,4,0,1,63,69,1
20361,0.1634014631,0.5133685104,-1,69.4650802076,1,4,3,5,3,1,?,35,38,0
20362,-0.0341269659,0.5141991065,1,63.7586949384,4,1,5,1,2,3,1,73,76,1
20363,0.5701671684,0.5184135118,0,73.7893708668,2,2,3,3,4,3,1,58,43,1
20364,0.9995829133,0.5393598621,1,59.0277416332,1,1,1,2,?,1,1,55,71,1
20365,0.2786588499,0.2156428693,0,70.4797237374,1,?,?,5,1,2,1,60,50,0
20366,0.5054232314,0.9147071754,-1,58.5013031341,2,0,2,5,3,3,1,82,76,1
20367,0.9358511632,0.3540042024,1,56.2139457255,?,4,1,1,3,2,0,46,66,0
20368,0.5938221014,0.3945214293,1,62.1279335604,-1,1,5,2,?,2,0,11,25,0
20369,0.4322873937,0.6277677072,1,57.4777786291,0,0,1,2,3,2,0,83,35,1
20370,0.6056726206,0.6568881661,-1,66.0051616506,3,2,4,2,3,3,1,67,49,1
20371,0.5361267951,0.0731272251,-1,63.8982219417,1,3,3,4,1,3,0,67,49,0
20372,0.4126719965,0.0209588759,-1,63.3066323526,2,2,4,3,2,3,1,51,?,0
20373,0.7856311832,0.3389114642,0,62.3487165824,2,2,5,4,4,3,0,4,52,0
20374,0.404126949,0.7102895041,-1,67.6565313762,2,2,2,5,3,2,1,82,80,1
20375,0.3412120091,0.6416348358,-1,62.3665883003,3,2,4,5,2,3,?,76,18,1
20376,0.3674124566,0.3409124662,1,53.4158916117,2,-1,1,5,1,3,1,28,67,1
20377,0.3637526129,0.5446764832,?,59.1316535646,2,2,4,5,2,1,0,46,63,1
20378,0.8697163927,0.7994944655,0,68.6250621639,2,1,1,2,2,2,0,52,81,1
20379,0.4391428803,0.7403174245,-1,67.9630626203,2,0,5,2,3,2,1,65,52,1
20380,0.2530559134,0.5551812547,-1,59.9239882529,3,?,5,1,2,2,1,41,56,1
20381,0.6477766244,0.3834287705,0,55.2150219909,0,2,5,3,3,2,0,27,40,0
20382,0.2438343497,0.2799112466,0,59.0068011815,1,1,5,2,3,1,0,80,58,1
20383,0.4104711098,0.5512781383,0,65.9832022885,0,0,3,4,3,2,0,79,84,1
20384,0.9849477748,0.2891278952,?,65.4674122586,2,1,3,2,3,2,0,36,44,0
20385,0.5708715032,0.4927515731,-1,59.275846769,2,1,5,4,4,3,1,60,56,1
20386,0.3173912624,0.7056486077,0,?,2,0,1,1,3,3,0,54,12,1
20387,0.6052687228,0.5136300605,0,70.5997140119,?,2,4,1,1,4,1,52,42,0
20388,0.5550316769,0.4785815187,-1,55.3340488541,-2,2,2,3,2,3,0,50,59,0
20389,0.782011193,0.0984310502,0,69.9429809797,2,0,1,2,4,2,0,49,?,0
20390,0.3313881264,0.4918370149,0,67.133142904,?,2,1,1,3,3,1,49,34,0
20391,0.4988965918,0.5197592799,0,67.3074170575,?,1,1,1,3,2,0,44,79,1
20392,0.6300202265,0.5244449508,0,67.4441737812,1,0,4,1,3,2,0,57,84,1
20393,0.6176616288,0.8534049626,-1,62.1585426,0,0,1,5,1,1,1,80,84,1
20394,0.4130290423,0.2497495544,0,66.2130257094,2,0,3,2,1,3,1,59,40,1
20395,0.6034195332,0.4366234629,1,66.6309551534,3,1,4,4,3,3,0,63,53,1
20396,0.3996512709,0.3984251738,1,56.3934098964,0,2,5,3,3,4,1,66,68,?
20397,0.4878905203,0.6579989314,1,61.4042447091,1,3,1,4,2,2,1,6,30,0
20398,0.7571900304,0.368528543,0,65.8773642516,3,0,3,3,3,2,?,72,74,1
20399,0.714628241,1.0613609388,-1,79.2369781051,0,2,5,2,4,3,0,51,57,0
20400,?,0.6536016494,-1,65.2729522464,1,3,3,3,2,4,1,74,70,0
20401,0.3969335598,0.7718327488,1,58.8990139718,3,1,1,4,2,4,0,60,6,1
20402,0.738452414,0.4297413406,0,57.1553206906,3,2,3,2,3,2,1,56,52,1
20403,0.2576910183,0.4248942751,0,72.3881184158,0,2,2,4,2,3,1,44,64,0
20404,0.4417457303,0.7642837403,1,64.4048831276,2,2,4,2,2,3,1,66,58,1
20405,0.4799567792,0.6748984413,1,77.4220936359,1,3,4,3,3,3,0,53,?,0
20406,0.2576593601,0.490062407,0,59.7666936445,1,2,3,4,4,1,0,40,45,0
20407,0.3288185274,0.5708255657,-1,59.6066096994,3,1,2,2,2,3,0,45,38,1
20408,0.8560151791,0.4023523207,0,66.637530747,1,1,5,3,1,1,1,53,72,0
20409,0.370004722,0.16266873,-1,76.4207943598,2,2,2,3,4,3,1,31,23,1
20410,0.7046734309,0.4641994273,1,61.6605845849,2,2,4,3,2,2,1,68,75,1
20411,0.7395653842,0.6231230621,1,62.6205331103,1,1,5,2,?,3,1,33,57,1
20412,0.6326429975,0.7476486881,1,65.5172105234,2,1,3,2,3,1,1,37,24,1
20413,0.0070635229,-0.0762462575,-1,72.1788456713,2,1,4,4,2,2,1,20,51,1
20414,0.2678452762,0.6301720014,1,?,2,1,5,5,2,3,1,55,41,1
20415,0.6511043248,0.6611588413,0,?,2,2,2,?,3,4,?,80,50,1
20416,0.6029064307,0.3632673315,?,62.3313522941,1,0,3,3,3,2,?,62,?,1
20417,0.4892517644,0.8062393864,-1,67.7227974074,1,1,?,1,3,2,1,23,43,1
20418,?,0.863845333,0,59.4165774801,2,?,5,3,4,3,0,65,73,1
20419,0.6942683175,0.801166288,?,71.1541878145,2,1,5,1,1,3,1,23,51,1
20420,0.619676011,0.3386260682,1,75.135039458,-1,0,5,?,2,4,1,36,66,0
20421,0.3080800776,0.2604458794,-1,61.8298263688,0,2,1,2,2,2,?,51,11,1
20422,0.485733901,0.2136317722,-1,55.0997169527,1,3,2,2,5,1,0,61,41,0
20423,0.4876792152,0.3564596388,1,79.4620459223,2,2,3,5,5,1,1,42,?,1
20424,0.6565019401,0.5959249716,-1,57.179452658,2,0,3,1,1,4,0,36,26,1
20425,0.2922985193,0.2565339458,-1,59.9657029222,1,2,4,4,3,2,?,57,57,0
20426,0.6983081178,0.3889336507,-1,65.3747337631,0,1,?,5,4,2,1,73,47,0
20427,0.1455897023,0.6203021624,0,71.3177906366,1,1,2,5,3,2,0,35,51,1
20428,0.6259269055,0.4462897947,1,66.7608381949,2,0,1,2,3,1,1,64,63,1
20429,0.2635823039,0.3773121342,-1,76.390926753,1,3,4,3,2,?,1,25,62,?
20430,0.2445270611,0.853029464,-1,62.6676575092,0,1,3,4,?,2,1,53,63,0
20431,0.4635964968,0.2132496819,0,67.6642975947,1,?,3,4,0,1,1,46,72,0
20432,0.2880484806,0.4564201261,1,75.7518804056,?,0,2,5,1,2,?,55,9,?
20433,0.6033766222,0.4610418175,-1,51.4450793032,1,1,1,1,2,2,?,28,60,1
20434,0.4806507932,0.701875195,0,?,3,2,2,4,2,2,0,13,39,1
20435,0.3984734693,0.6342749886,1,68.3548922074,0,3,4,5,3,2,?,38,57,0
20436,0.520538162,0.7362253631,1,82.8653651743,3,1,4,5,3,1,0,75,55,1
20437,0.5600064968,0.6732070552,-1,66.805031665,2,1,2,3,2,4,0,89,32,1
20438,0.9361027666,0.5628323156,-1,75.6934724453,0,3,5,5,?,?,0,33,42,0
20439,0.8233896795,0.5916431683,1,65.3527091504,1,3,2,2,?,3,0,56,33,0
20440,0.2207941267,0.3877379065,0,80.1449774891,1,3,2,1,2,4,1,44,95,0
20441,0.6066606048,0.4670013288,-1,79.1993474407,1,1,1,2,4,3,0,43,35,1
20442,0.3344125492,0.4494557488,0,58.8940802198,1,1,4,4,2,2,1,?,93,1
20443,0.2240313981,0.3284956058,-1,62.7875884709,2,3,3,4,3,2,0,63,15,1
20444,?,0.1809373448,1,62.3966845647,?,0,1,1,3,2,0,60,59,1
20445,0.6014932974,0.317348477,1,60.6332906526,2,0,1,5,?,?,0,63,70,1
20446,0.2965715961,0.6027301178,-1,61.1730695568,0,2,4,1,1,3,0,36,23,0
20447,0.5837265029,0.9156752955,-1,67.612838455,?,2,5,4,5,2,0,61,25,1
20448,0.9644547525,0.5924391457,0,73.4399945775,2,2,5,2,2,2,1,85,42,?
20449,?,0.6134856695,?,61.7665640331,2,3,4,5,3,2,0,57,-4,1
20450,0.6744854996,0.2213874319,-1,67.2309107473,0,3,4,3,3,1,1,49,47,0
20451,0.8388365,0.6442536385,1,64.9318460562,3,1,4,4,3,2,0,61,60,1
20452,0.5106790471,0.6282469718,-1,57.250623314,2,2,3,4,2,3,1,72,83,1
20453,0.2660068838,0.614472469,-1,60.7553170805,?,1,2,5,3,4,0,41,71,1
20454,0.522832909,0.308027821,1,69.3151914507,1,2,4,5,3,4,0,70,54,0
20455,0.708560317,0.4986199828,-1,58.5737830948,1,0,5,5,3,2,0,65,103,1
20456,0.3237820116,0.6781533995,1,74.7880907848,1,1,3,4,4,3,1,58,36,1
20457,0.4622816595,0.4587073275,1,74.6269128017,2,2,3,5,2,4,0,69,61,1
20458,0.6705944038,0.4988144317,?,70.6131063889,1,2,3,4,3,3,0,42,0,1
20459,0.1389557037,0.3361755251,0,73.6817922985,2,2,1,1,?,4,0,44,68,1
20460,0.7312112051,0.2437929954,0,63.0616829838,0,2,1,4,2,3,0,94,?,0
20461,0.7604052901,0.8129957633,0,73.9082762397,3,1,2,2,3,2,1,14,90,1
20462,0.2652095402,0.2066518302,-1,58.0662824454,0,1,5,4,2,2,0,33,?,0
20463,0.5207701571,0.5981076377,-1,72.2108913524,1,2,1,4,3,3,0,74,?,0
20464,0.6660646893,0.3550908805,-1,75.9927978078,1,1,2,5,2,2,0,43,6,?
20465,0.6042204352,0.7216615561,0,67.2980620461,2,1,1,5,3,3,1,19,64,1
20466,0.2942757766,0.4987067864,-1,70.0592212217,2,1,2,4,1,2,1,51,40,1
20467,0.6952261278,0.3165287683,0,68.9050881368,0,2,1,5,3,2,1,75,68,0
20468,0.6390556558,0.576312574,-1,58.7460998551,2,2,4,2,3,2,0,60,45,1
20469,0.698852213,0.4653083612,0,63.5312303762,0,2,3,3,3,1,0,53,16,1
20470,0.3256404598,0.4163954202,0,63.6237528974,3,2,5,4,3,4,0,75,72,1
20471,0.6903540675,0.4024909745,-1,60.320779068,2,1,?,1,4,1,1,33,69,1
20472,0.6656129747,0.5839026259,1,71.3836835502,0,1,5,?,2,2,0,53,20,0
20473,?,0.6897463159,0,67.9049461672,1,3,1,1,1,0,1,25,83,0
20474,0.311177188,0.2380402408,1,63.1403494579,2,?,5,5,2,3,1,16,41,1
20475,0.3081732212,0.4623114792,0,70.5028044684,1,3,2,1,1,1,0,-4,60,1
20476,0.2534342924,0.7923517545,-1,65.9804143681,1,1,5,?,?,2,0,65,58,1
20477,0.4257507564,0.4380576881,0,62.0415791669,2,?,3,2,2,3,1,?,38,0
20478,0.3167184621,0.4654750595,1,74.0705623784,0,1,4,2,1,2,1,69,43,0
20479,0.5681362973,0.6303709336,1,63.4750224104,2,1,3,5,2,2,0,53,54,1
20480,0.3192802621,0.5641559565,1,53.8785022559,2,1,4,5,1,0,0,79,57,1
20481,?,0.5898159528,0,73.2795667673,0,1,5,4,3,3,0,31,33,0
20482,0.5602190605,0.9216670765,1,65.0717742956,3,0,5,4,3,2,0,57,35,1
20483,0.6468744665,0.5675058782,-1,63.0340561805,-1,-1,3,5,4,3,0,29,48,1
20484,0.849664739,0.3717700878,1,61.1938963527,2,2,2,3,2,3,1,52,61,0
20485,0.4567154687,0.5023165818,-1,68.836887174,?,2,4,2,3,4,0,37,35,0
20486,0.4581268109,0.6051887621,0,?,3,3,1,5,?,?,0,51,52,1
20487,0.6208841174,0.26152553,1,69.0218700719,0,2,3,3,2,3,?,54,71,0
20488,0.6204067877,0.5110794659,1,72.2392976882,2,1,1,3,2,2,?,34,30,1
20489,0.9100083347,0.4872918102,-1,65.9634150592,0,1,2,5,3,2,0,79,46,0
20490,0.3569607206,0.4636612113,0,?,1,2,3,1,3,3,0,37,43,0
20491,0.6418248345,0.5766868815,-1,70.2709913133,0,0,2,2,2,3,0,62,50,1
20492,0.6328989683,0.4808698955,1,78.7702371962,1,2,5,3,3,3,1,60,76,0
20493,0.3140660187,0.5329207231,-1,56.9468258182,0,1,2,4,3,2,1,67,91,?
20494,0.7391300425,0.2924509565,0,71.0858616741,2,1,5,4,4,?,0,33,51,0
20495,0.8372717372,0.4340862016,-1,?,1,1,1,1,1,1,1,88,86,1
20496,0.8560257573,0.5448964377,-1,67.7571014465,1,-1,?,2,2,4,1,37,38,?
20497,?,0.6522009473,1,65.3069271678,1,1,1,3,3,3,0,35,36,1
20498,0.3523498223,0.433394566,-1,61.2926195172,2,2,5,3,2,3,0,72,28,1
20499,0.4718963847,0.6372475494,0,81.6187846419,2,2,5,4,3,3,0,63,85,1
20500,0.3150824743,?,-1,71.8350349302,3,3,3,5,5,3,1,11,44,1
20501,0.537083822,0.5946676182,0,?,1,1,2,2,4,4,0,44,68,1
20502,0.8974500766,0.2665679905,1,69.056510398,0,3,4,3,3,3,?,59,43,0
20503,0.4172131166,0.3685143647,?,64.8396454936,1,1,3,5,4,2,1,?,?,1
20504,-0.0115861211,0.6854706163,-1,67.9049271925,1,2,3,3,3,3,0,100,19,1
20505,0.3902095441,0.2694878039,0,57.5426883047,1,4,5,1,3,2,1,53,27,0
20506,0.7053741423,0.477098525,0,61.5109439605,1,1,1,2,1,1,0,38,51,1
20507,0.6532534861,0.4536039929,0,60.1124658936,1,2,2,4,3,3,0,54,71,?
20508,0.3196424453,0.4263234963,0,57.0452191886,2,0,5,4,1,3,0,36,60,1
20509,0.6082365253,0.3704341173,1,67.7196554611,1,2,2,?,?,4,0,51,27,0
20510,0.2933197635,0.5000972336,-1,72.243209733,1,2,5,5,2,2,0,36,60,0
20511,0.622068992,0.565455217,-1,62.4506360042,2,1,3,3,?,1,0,59,79,1
20512,0.1658066577,0.5103937605,0,68.0640081539,2,2,3,1,3,5,1,42,27,1
20513,0.5740656985,?,-1,60.6758218616,3,0,3,1,4,2,1,86,56,1
20514,0.6541880627,0.3819017629,0,75.1113175893,2,1,5,2,3,2,1,60,56,1
20515,-0.1903879149,0.3277337649,0,59.4732444319,?,2,3,1,2,3,1,94,17,1
20516,0.4542065013,0.7113730301,1,62.0554571214,1,1,4,3,2,2,0,49,?,1
20517,0.6244706587,0.475052894,-1,68.5619655254,0,1,2,5,1,3,0,49,68,0
20518,0.5703136833,0.5048328207,0,64.9677871322,1,2,1,3,2,3,1,57,5,1
20519,0.372828231,0.3225217252,0,62.4553203488,0,1,3,1,1,2,1,55,?,?
20520,0.1487848974,0.8518265806,0,62.5664500602,2,2,3,1,2,-1,1,69,41,1
20521,0.2949995593,0.434303972,-1,68.8587267398,0,?,2,5,3,2,0,64,26,1
20522,?,0.4952158643,1,65.8997242757,2,?,3,1,2,3,0,60,47,1
20523,0.158763335,0.7894212002,0,68.7169670793,1,2,5,4,2,2,0,24,78,0
20524,0.7186509933,0.5402280898,1,63.5930278779,1,0,1,4,0,1,0,25,23,1
20525,0.5667607705,0.6658223484,1,61.1427752817,1,0,3,5,3,2,1,95,36,?
20526,0.3638375679,0.5793012252,1,69.5763379149,2,2,5,3,2,3,1,85,64,1
20527,0.3038091054,0.3691752736,0,60.6807606136,1,3,3,2,3,3,0,12,54,0
20528,0.4805999586,0.3399787535,1,64.3710983283,3,2,2,3,2,3,0,51,?,1
20529,0.3644116405,0.2638704053,1,71.7132205557,0,1,5,1,1,4,0,40,-2,?
20530,0.4464588193,0.7672592474,0,58.1792878729,3,3,4,4,2,4,1,40,33,1
20531,0.5330012463,0.2288534767,0,67.9996068522,3,2,3,?,?,1,?,27,47,0
20532,0.7927819134,0.3691198709,0,63.6290432136,-1,1,4,5,2,2,0,58,45,0
20533,0.6812266669,0.28122589,1,77.7913351379,2,3,5,2,4,2,1,55,58,0
20534,-0.0456448561,0.5765939727,0,62.0176072332,0,-1,1,4,?,?,0,50,61,?
20535,0.706316863,0.434081469,1,?,2,3,2,3,4,2,1,33,60,0
20536,0.913626826,0.4270751051,-1,56.8956909582,3,1,3,2,2,3,1,34,50,0
20537,0.5010855198,0.3862692898,0,55.1020796272,3,1,5,5,2,2,1,64,47,1
20538,0.5682180598,0.5778212278,0,54.8107975697,1,2,1,4,2,3,0,45,52,0
20539,0.3848755299,0.1902434898,-1,79.2547078197,0,3,3,3,3,3,0,52,25,0
20540,0.9167239451,0.3443578363,0,63.150845995,2,2,4,3,2,1,1,36,29,0
20541,0.4308705823,0.0524117363,-1,66.0489130899,1,3,2,3,4,2,1,31,44,0
20542,0.6560612847,0.6365615554,0,67.2886610177,3,2,5,3,2,4,0,51,42,1
20543,0.4985500578,0.6609840239,0,71.1014347832,3,?,3,4,1,3,1,52,?,1
20544,0.6868541868,0.4390900497,1,77.0232904867,2,1,4,4,3,4,0,52,50,1
20545,0.6092125437,0.8644212137,0,?,2,3,2,2,2,2,1,23,28,0
20546,0.5767863594,0.4911780792,0,79.7765940963,2,2,2,2,2,?,1,51,69,1
20547,0.3169581693,0.480312894,0,60.3268225071,1,3,4,4,2,3,1,?,47,0
20548,0.7792032285,0.8277894955,1,62.8276656557,2,2,3,4,3,?,1,31,60,1
20549,?,0.492380327,0,69.0650662695,1,1,1,3,1,1,0,15,45,1
20550,0.51643603,0.269829344,?,53.6595672506,1,1,2,4,3,2,1,?,70,1
20551,0.6478632685,?,-1,74.9924606097,2,2,2,?,3,2,?,58,60,0
20552,0.3008392596,0.4387099882,1,68.7391905817,1,3,1,5,4,3,1,36,23,1
20553,0.2632251009,0.3705673639,1,63.9851258725,2,2,5,2,3,3,0,48,58,1
20554,0.7904286444,0.4596214664,1,62.2578799769,3,?,1,4,1,3,0,29,30,1
20555,0.4491231415,0.7279501548,1,67.5288388744,3,3,2,5,2,2,0,51,27,1
20556,0.5831816204,0.4722963644,-1,64.4578698007,2,2,2,5,2,1,0,51,70,1
20557,0.4872313031,0.3099840372,-1,60.5533897604,2,2,4,5,2,3,1,72,38,?
20558,0.5394147014,0.0177140071,-1,66.7121750852,2,1,2,4,3,1,0,90,48,?
20559,0.8362854299,0.5293934262,0,?,2,1,3,5,2,3,0,?,15,1
20560,0.4490320173,0.8157207334,0,70.208738064,3,3,3,4,3,2,1,67,50,1
20561,0.557343261,1.0315958727,0,?,1,2,4,4,1,3,0,67,88,0
20562,0.435705823,0.7014647894,0,77.3935809678,?,3,1,2,4,4,1,47,39,0
20563,0.7509266296,0.4776818251,-1,47.6120080231,2,2,?,4,2,1,0,49,65,1
20564,0.0596218773,0.0837615616,-1,70.1003172033,2,3,4,5,3,1,0,49,56,0
20565,0.6871051288,0.2220085976,-1,60.4058014006,2,2,3,2,2,2,0,40,57,0
20566,0.6372122011,0.7863617604,-1,71.3965711538,1,2,5,2,3,1,0,32,17,?
20567,0.4109803641,0.0129635173,-1,77.8704513491,2,2,1,2,3,3,1,89,52,0
20568,0.7288166477,0.3868684761,0,57.5856517731,3,2,2,3,3,2,0,62,45,1
20569,0.6818181261,0.7585656438,1,58.5466167948,3,2,4,3,2,3,1,49,51,1
20570,0.8203303116,0.5072123257,1,64.799555154,2,1,1,5,4,1,1,59,79,1
20571,0.4182707398,0.3184524651,1,65.0385946308,0,1,1,5,2,4,1,55,44,0
20572,0.4134616465,0.4197218374,1,57.0708007572,?,2,1,5,1,3,0,40,46,0
20573,?,?,-1,64.3920782374,1,2,3,5,2,1,0,90,65,0
20574,0.473606364,0.3804996833,1,78.2724374234,1,1,1,5,3,2,0,54,51,1
20575,0.6447892849,0.554796927,1,?,0,2,5,?,?,3,?,57,72,0
